API NUMBER,Lat_Wellhead,Lon_Wellhead,Top_Perfs_MD,Lat_length,Fluid,Proppant,Max_Gas,Proppant_per_Ft,Fluid_per_Ft,Max_Gas_per_Ft
3.14111E+12,35.4121,-92.419,4361,4136,94214,3510000,598444,848.6460348,22.77901354,144.6914894
3.14111E+12,35.486,-92.523,2527,4781,107877,3927465,550328,821.4735411,22.5636896,115.1072997
3.14112E+12,35.3975,-92.4238,4651,5137,121979,4291512,538764,835.4121082,23.74518201,104.8791123
3.14112E+12,35.4873,-92.6855,2810,5642,118189,3754079,814292,665.3808933,20.94806806,144.3268345
3.14511E+12,35.2983,-91.7428,5450,4505,174151,5034281,405862,1117.487458,38.6572697,90.09145394
3.1411E+12,35.4523,-92.2781,4193,5007,112905,4396058,587353,877.9824246,22.5494308,117.3063711
3.14111E+12,35.5349,-92.4677,2218,3122,118659,3098635,272431,992.5160154,38.00736707,87.26169122
3.14111E+12,35.5227,-92.6075,2381,3159,103765,2770078,405861,876.8844571,32.84742007,128.4776828
3.14111E+12,35.4117,-92.4015,4512,4663,134333,3906664,638075,837.8005576,28.80827793,136.8378726
3.1411E+12,35.4937,-92.6035,2801,3337,77955,2098777,557495,628.9412646,23.36080312,167.0647288
3.14111E+12,35.5223,-92.2588,2958,4802,150354,4238606,791183,882.6751354,31.31070387,164.7611412
3.14111E+12,35.4112,-92.3618,4480,4930,130966,3934443,650216,798.0614604,26.56511156,131.8896552
3.14111E+12,35.4705,-92.463,3963,5397,93127,3216819,688929,596.0383546,17.25532703,127.6503613
3.14111E+12,35.4593,-92.618,3048,3192,72542,1957417,375691,613.2258772,22.72619048,117.6976817
3.14511E+12,35.3264,-91.7614,4845,5202,109866,4178291,620592,803.2085736,21.11995386,119.2987313
3.14111E+12,35.4801,-92.5689,2571,5543,132369,4291856,610830,774.2839618,23.88038968,110.1984485
3.14112E+12,35.5271,-92.4535,2548,5135,122320,3916404,454640,762.6882181,23.82083739,88.53748783
3.14112E+12,35.5226,-92.2525,3773,4191,87517,3970837,543527,947.4676688,20.88212837,129.6890957
3.14111E+12,35.5309,-92.4305,2493,2771,93244,2567001,797113,926.380729,33.64994587,287.6625767
3.14111E+12,35.4377,-92.2762,4288,3827,125786,3234569,555287,845.1970212,32.86804285,145.0972041
3.1411E+12,35.4111,-92.362,4806,3677,79992,3375771,551733,918.0775088,21.75469132,150.0497688
3.0451E+12,35.2748,-92.23,7222,4261,142486,4436628,355110,1041.217555,33.43956818,83.33959165
3.0291E+12,35.3987,-92.5468,4437,3920,78949,3533201,701390,901.3267857,20.14005102,178.9260204
3.02911E+12,35.257,-92.6451,6597,5322,134892,5596665,758429,1051.609357,25.34611048,142.5082676
3.1451E+12,35.2863,-91.9374,5981,3956,89775,2721030,432275,687.8235592,22.69337715,109.270728
3.14111E+12,35.5101,-92.5295,2682,6386,209995,5531529,805307,866.1962105,32.88365174,126.1050736
3.14111E+12,35.3763,-92.2715,5537,4268,117842,3477185,564235,814.7106373,27.61059044,132.2012652
3.1411E+12,35.4432,-92.4292,4013,4309,83221,3814052,496846,885.1362265,19.31329775,115.3042469
3.02911E+12,35.3857,-92.5557,4050,4722,113379,3913713,695958,828.8252859,24.01080051,147.386277
3.02911E+12,35.4139,-92.483,4111,3237,69571,2582944,461133,797.9437751,21.49243126,142.4569045
3.02911E+12,35.4139,-92.4831,3920,3198,68370,2600000,540936,813.0081301,21.37898687,169.1482176
3.1451E+12,35.3148,-91.8067,5519,4883,89816,3478032,638150,712.2736023,18.39361049,130.6881016
3.14511E+12,35.2511,-91.8809,5849,6423,174172,6263540,687438,975.1735949,27.11692356,107.0275572
3.14511E+12,35.3451,-91.9345,5430,4322,160293,4458560,269618,1031.596483,37.08769088,62.3826932
3.14511E+12,35.2704,-91.8216,5650,4602,163311,4667460,500745,1014.22425,35.48696219,108.8102999
3.14511E+12,35.2857,-91.8586,5580,3895,138526,3965500,223324,1018.100128,35.56508344,57.33607189
3.14511E+12,35.1992,-91.9089,7970,4481,106863,3980203,559966,888.2399018,23.84802499,124.9645168
3.14111E+12,35.5289,-92.4682,2278,3922,83429,3255009,425703,829.936002,21.27205507,108.5423253
3.02911E+12,35.3869,-92.7903,4205,6696,120538,8038862,400799,1200.546894,18.00149343,59.85648148
3.1411E+12,35.5222,-92.2776,2987,3227,58981,1852922,417057,574.1933685,18.27734738,129.2398513
3.14112E+12,35.5174,-92.57,2648,3762,91021,3134354,598850,833.1616162,24.19484317,159.1839447
3.14511E+12,35.2134,-91.9304,7500,2903,78662,3004490,386780,1034.960386,27.09679642,133.2345849
3.14511E+12,35.315,-91.9986,5900,4652,188564,5092760,346753,1094.746346,40.53396389,74.53847807
3.14511E+12,35.332,-92.1104,5840,4312,161620,4459644,205442,1034.24026,37.48144712,47.64424861
3.0231E+12,35.3625,-92.1857,5373,5546,154436,5070256,696180,914.2185359,27.84637577,125.5283087
3.14112E+12,35.5624,-92.4893,2063,5427,125386,3923686,611742,722.9935508,23.10410908,112.7219458
3.14111E+12,35.5261,-92.3088,3177,3873,89484,2447600,428461,631.9648851,23.1045701,110.6276788
3.14111E+12,35.4593,-92.6181,3143,3501,85662,2352562,626388,671.9685804,24.46786632,178.9168809
3.14112E+12,35.4306,-92.4473,3923,3903,64389,2986322,772125,765.1350243,16.49730976,197.8285934
3.1411E+12,35.5132,-92.4751,2624,1666,50578.80952,1523210,211812,914.2917167,30.35942949,127.1380552
3.1411E+12,35.543,-92.4273,2280,3378,59270.42857,2783140,540892,823.901717,17.54601201,160.1219657
3.14111E+12,35.5223,-92.2587,2925,3775,110744,3254477,399741,862.1131126,29.33615894,105.8916556
3.14512E+12,35.4883,-91.7465,3299,5611,94417,6268905,462650,1117.252718,16.82712529,82.454108
3.14111E+12,35.4496,-92.2641,4348,3715,96127,3126251,613866,841.5211306,25.87537012,165.2398385
3.14111E+12,35.3698,-92.4645,4730,3947,141380,4638120,357578,1175.100076,35.81960983,90.59488219
3.14512E+12,35.315,-91.9989,6400,4942,175835,5043619,587231,1020.562323,35.57972481,118.824565
3.14112E+12,35.4123,-92.4302,4414,3323,84590,2744822,339129,826.0072224,25.45591333,102.0550707
3.14111E+12,35.4668,-92.3851,3645,4020,101144,3278931,926877,815.6544776,25.160199,230.5664179
3.14111E+12,35.4447,-92.4649,4266,4044,63857,233715,211521,57.79302671,15.79055391,52.30489614
3.14111E+12,35.461,-92.6581,2760,4020,96281,2732335,700863,679.6853234,23.95049751,174.3440299
3.14111E+12,35.4262,-92.3674,4397,5064,113527,2657899,325592,524.8615719,22.41844392,64.29541864
3.14111E+12,35.4374,-92.3077,4300,4682,165379,4680760,396825,999.7351559,35.32229816,84.75544639
3.14111E+12,35.4969,-92.3246,3176,4603,99488,4010030,898380,871.1774929,21.61373018,195.1727134
3.14511E+12,35.2991,-91.9325,5692,5304,163907,6104010,541640,1150.831448,30.9025264,102.1191554
3.02911E+12,35.2969,-92.5952,5935,4507,148639,4301940,562077,954.501886,32.97958731,124.7120036
3.02911E+12,35.2693,-92.6404,6141,4486,144511,3909064,711198,871.3918859,32.21377619,158.5372269
3.02911E+12,35.4214,-92.6094,4022,4348,86690,2418197,510776,556.1630635,19.93790248,117.473781
3.14112E+12,35.5677,-92.4611,2540,5592,123621,4231595,701151,756.7229971,22.10675966,125.3846567
3.14112E+12,35.473,-92.6938,2698,4411,113913,3793846,728307,860.0875085,25.82475629,165.1115393
3.14112E+12,35.4965,-92.3577,3843,4604,232.1428571,3779117,577186,820.8334057,0.050421993,125.3662033
3.14111E+12,35.397,-92.3604,5023,4189,126755,3510000,463887,837.9088088,30.2590117,110.7393173
3.14111E+12,35.4663,-92.3046,4175,4216,122957,3260294,494864,773.3145161,29.16437381,117.3776091
3.14111E+12,35.4984,-92.5461,2627,4840,119780,3894138,525597,804.5739669,24.74793388,108.5944215
3.14111E+12,35.543,-92.6813,2121,6173,123475,7228220,363055,1170.941196,20.00242994,58.81338085
3.14111E+12,35.4375,-92.3077,4515,4722,166562,4677140,636618,990.4997882,35.27361288,134.819568
3.14111E+12,35.5579,-92.4165,2465,2083,40275.90476,1210621,426303,581.1910706,19.33552797,204.6581853
3.14111E+12,35.3983,-92.3762,4610,3977,107697,3511518,591191,882.9564999,27.07995977,148.6525019
3.14111E+12,35.3765,-92.4542,4586,3364,75218,2774996,349118,824.9096314,22.35969084,103.7806183
3.14111E+12,35.464,-92.3987,3693,3118,82200,2626391,315262,842.3319436,26.36305324,101.1103271
3.14511E+12,35.3703,-91.5942,4441,4030,130042,3510705,495396,871.1426799,32.26848635,122.9270471
3.14511E+12,35.299,-91.9324,5683,5202,118304,4416142,582863,848.9315648,22.7420223,112.0459439
3.14511E+12,35.3034,-92.0669,6150,4382,152400,3980320,636641,908.334094,34.77863989,145.2854861
3.0451E+12,35.3255,-92.4498,4801,6724,176306,5084219,678242,756.1301309,26.22040452,100.8688281
3.14112E+12,35.464,-92.3946,4365,5312,106269,3904212,885304,734.9796687,20.00545934,166.6611446
3.0451E+12,35.3537,-92.2269,5448,8562,398.8095238,7083349,682720,827.3007475,0.046579015,79.73837888
3.0451E+12,35.3227,-92.1608,5895,7697,3804.619048,6627195,341587,861.0101338,0.494298954,44.37923866
3.02911E+12,35.3929,-92.5163,4492,7217,160820,5858968,714238,811.8287377,22.2834973,98.96605238
3.14511E+12,35.2868,-92.0429,6420,3982,138057,3965720,494190,995.9116022,34.6702662,124.1059769
3.14111E+12,35.4938,-92.6033,2948,2802,88093,2356778,273020,841.1056388,31.43932905,97.43754461
3.14111E+12,35.6446,-92.3855,1970,3711,103184,4118000,86824,1109.673942,27.80490434,23.39638911
3.14111E+12,35.4971,-92.3917,3730,5437,131647,6559860,798825,1206.521979,24.21316903,146.9238551
3.14111E+12,35.4537,-92.2918,4280,3390,90237,2922826,351505,862.1905605,26.61858407,103.6887906
3.1451E+12,35.4437,-91.5961,3922,3468,57084,1972363,224749,568.7321223,16.46020761,64.80651672
3.14511E+12,35.3985,-91.7576,4224,6179,157683,4714685,653884,763.0174786,25.51917786,105.8235961
3.14511E+12,35.4133,-91.725,4191,5327,147483,4706156,565042,883.4533509,27.68593955,106.0713347
3.14511E+12,35.4015,-91.7708,4411,4126,152888,4904129,107185,1188.591614,37.0547746,25.97794474
3.14112E+12,35.4306,-92.4474,3812,4185,64077,2941260,804347,702.8100358,15.31111111,192.1976105
3.1411E+12,35.4422,-92.3729,4157,2199,41630,1794374,587963,815.9954525,18.93133242,267.3774443
3.14111E+12,35.4807,-92.295,4170,3005,79725,1317152,352546,438.3201331,26.53078203,117.3198003
3.14111E+12,35.4567,-92.3656,3869,4663,77274,2925020,560702,627.2828651,16.57173493,120.2449067
3.14111E+12,35.4642,-92.6191,3000,4300,80802,2760622,629903,642.0051163,18.79116279,146.4890698
3.14511E+12,35.5164,-91.7149,3079,5267,143229,4322084,549784,820.5969242,27.19365863,104.3827606
3.14512E+12,35.4883,-91.7464,3208,5065,196.4285714,6080780,436157,1200.548865,0.038781554,86.11194472
3.14511E+12,35.3738,-91.7498,4245,4037,92064,4118580,607579,1020.208075,22.80505326,150.5026009
3.14511E+12,35.3704,-91.6251,4087,3630,118662,3173945,529247,874.3650138,32.6892562,145.7980716
3.14111E+12,35.4805,-92.436,3797,3083,76380,2604162,346156,844.6843983,24.77457022,112.2789491
3.14511E+12,35.2884,-91.9563,6314,4146,116688,4223482,442715,1018.688374,28.1447178,106.7812349
3.14511E+12,35.5032,-91.7725,4202,5267,131626,4306685,581247,817.6732485,24.99069679,110.3563699
3.14511E+12,35.3981,-91.7431,4292,5055,178866,5509500,533427,1089.910979,35.38397626,105.5246291
3.14111E+12,35.5697,-92.3045,1950,4372,106558,4427100,473325,1012.602928,24.37282708,108.2628088
3.14111E+12,35.4852,-92.4706,3760,2732,84552,2340000,309746,856.5153734,30.94875549,113.3770132
3.1411E+12,35.4659,-92.327,3841,4607,95053,3600523,547768,781.5331018,20.63229868,118.8990666
3.02911E+12,35.441,-92.5117,3991,4189,124645,3515673,486177,839.2630699,29.75531153,116.0603963
3.04511E+12,35.3098,-92.4282,6391,3660,71197,4401641,234748,1202.634153,19.45273224,64.13879781
3.14511E+12,35.3819,-91.7026,4138,6162,154697,5092506,612186,826.4371957,25.10499838,99.34858812
3.14112E+12,35.4873,-92.6854,3605,5098,108065,3415630,559302,669.9941153,21.19752844,109.7100824
3.14112E+12,35.4754,-92.6869,2746,3979,76186,3529264,647242,886.9726062,19.14702186,162.6644886
3.14111E+12,35.4377,-92.3299,4110,4653,134858,3906140,493625,839.488502,28.98302171,106.0874704
3.1411E+12,35.4949,-92.3628,3990,3385,62985,1939045,662772,572.8345643,18.6070901,195.7967504
3.1411E+12,35.5121,-92.4871,2765,2827,54072,1620369,287848,573.1761585,19.12698974,101.8210117
3.14111E+12,35.4431,-92.4291,3941,5259,146999,4673133,804585,888.5972618,27.95189199,152.9920137
3.14112E+12,35.4955,-92.3312,3301,4189,117772,3528682,491418,842.3685844,28.11458582,117.3115302
3.1411E+12,35.5541,-92.4209,2537,1959,37442.90476,1586908,285869,810.0602348,19.11327451,145.9259826
3.14111E+12,35.5071,-92.6553,2520,3460,80493,2799510,525677,809.1069364,23.26387283,151.9297688
3.1411E+12,35.5324,-92.2907,3277,1660,38715.90476,1535340,239840,924.9036145,23.32283419,144.4819277
3.1451E+12,35.4604,-91.7613,3244,4151,69991,44504,257031,10.72127198,16.86123826,61.92026018
3.02911E+12,35.2842,-92.5679,5536,7389,183207,5860000,954199,793.0707809,24.79455948,129.1377724
3.02911E+12,35.3711,-92.5197,4713,5037,83391,4403433,516684,874.2173913,16.55568791,102.5777248
3.0451E+12,35.2728,-92.4682,6790,3661,109953,3120000,577215,852.2261677,30.03359738,157.6659383
3.0451E+12,35.323,-92.3432,6069,3579,116279,3225671,568036,901.2771724,32.48924281,158.7136072
3.0451E+12,35.3477,-92.1599,5790,3422,118712,3622720,370732,1058.655757,34.69082408,108.3378141
3.14111E+12,35.4262,-92.3672,4323,3527,98830,2739168,468967,776.628296,28.020981,132.9648426
3.14112E+12,35.4965,-92.3577,3589,4604,133794,3836488,571515,833.2945265,29.06038228,124.1344483
3.14111E+12,35.5419,-92.508,2603,5867,126138,4552979,564179,776.0318732,21.49957389,96.16141128
3.14111E+12,35.5429,-92.4073,2276,1899,37198,1514660,374747,797.609268,19.58820432,197.3391259
3.0451E+12,35.3464,-92.1773,6020,4252,145633,4450280,895313,1046.632173,34.25047037,210.562794
3.14111E+12,35.4506,-92.2826,4315,4722,125873,3514351,491266,744.2505294,26.65671326,104.0376959
3.14112E+12,35.513,-92.5241,2694,5564,118488,3591525,702078,645.4933501,21.29547088,126.182243
3.14112E+12,35.4305,-92.4476,3869,3047,52659,2341088,630671,768.3255661,17.28224483,206.9809649
3.1411E+12,35.4684,-92.4516,4129,3672,97135,3152780,859255,858.6002179,26.45288671,234.0019063
3.1411E+12,35.3679,-92.3714,4782,3411,77946,2680848,532635,785.9419525,22.85136324,156.1521548
3.14511E+12,35.3563,-91.6393,4521,4242,178.5714286,3514804,306887,828.5723715,0.042096046,72.34488449
3.14111E+12,35.4469,-92.4594,4182,3920,108115,3461830,774280,883.119898,27.58035714,197.5204082
3.13111E+12,35.1626,-94.0882,4002,2436,5470,366860,150591,150.5993432,2.245484401,61.81896552
3.08311E+12,35.2665,-93.6221,3370,2055,9824,884800,169341,430.5596107,4.78053528,82.40437956
3.08311E+12,35.2178,-93.9533,4376,1932,1255,549780,214379,284.5652174,0.649585921,110.9622153
3.08311E+12,35.1692,-93.9124,5496,606,3098,564100,76117,930.8580858,5.112211221,125.6056106
3.13112E+12,35.1594,-94.1114,4450,2068,4151.857143,516488,248179,249.7524178,2.007667864,120.0091876
3.13111E+12,35.1583,-94.0893,2746,4150,6507,477400,140900,115.0361446,1.567951807,33.95180723
3.08311E+12,35.1752,-94.0057,2456,2783,5172,970744,128785,348.8120733,1.858426159,46.27560187
3.08311E+12,35.2731,-93.5975,2540,2950,5260,628949,418655,213.2030508,1.783050847,141.9169492
3.08311E+12,35.1942,-93.9513,3864,1879,2225,465880,250905,247.9403938,1.1841405,133.5311336
3.08311E+12,35.1677,-94.0047,4733,1586,1864,356166,102887,224.5687264,1.175283733,64.87200504
3.02911E+12,35.4476,-92.6087,2748,3240,94833,3115100,359837,961.4506173,29.26944444,111.0608025
3.02911E+12,35.3028,-92.7349,6225,4627,161837,4389160,740931,948.5973633,34.97665874,160.132051
3.0291E+12,35.3841,-92.502,4673,3480,93859,3138401,480192,901.8393678,26.97097701,137.9862069
3.02911E+12,35.423,-92.5317,4150,3944,136318,3583172,545742,908.5121704,34.56338742,138.3727181
3.02911E+12,35.2715,-92.7378,6315,3762,141555,3901100,315620,1036.975013,37.62759171,83.89686337
3.02911E+12,35.4559,-92.5531,4650,4663,128739,3900556,569870,836.4906712,27.60862106,122.2110229
3.02911E+12,35.4333,-92.6577,2619,5784,105842,3900000,750520,674.2738589,18.29910097,129.757953
3.02911E+12,35.2839,-92.6551,6688,3621,35250,2054778,287084,567.4614747,9.734879867,79.28307097
3.0451E+12,35.2351,-92.3403,8197,4853,105874,2707944,249789,557.9938183,21.81619617,51.47104884
3.02911E+12,35.4594,-92.7061,2782,7315,141767,4714727,808949,644.5286398,19.38031442,110.5876965
3.02911E+12,35.3259,-92.5577,5846,4348,108907,3497165,478287,804.3157774,25.0476081,110.0016099
3.14111E+12,35.4412,-92.4035,3774,3579,96209,3238291,624119,904.803297,26.88153115,174.3836267
3.14111E+12,35.4835,-92.392,3880,3432,76020,3578020,475179,1042.54662,22.15034965,138.4554196
3.14111E+12,35.5224,-92.2585,3110,3775,116866,3254866,542322,862.2161589,30.95788079,143.661457
3.14111E+12,35.4697,-92.5179,4062,5068,110158,4290460,671189,846.578532,21.73599053,132.4366614
3.14111E+12,35.5245,-92.3191,3344,4486,151732,3878570,885920,864.5942934,33.82345074,197.4855105
3.14112E+12,35.3958,-92.4283,4914,5268,100333,4271893,672297,810.9136295,19.04574791,127.6190205
3.02911E+12,35.4261,-92.5358,3974,3726,135346,3582183,720075,961.4017713,36.32474503,193.2568438
3.14112E+12,35.4685,-92.4514,3974,4373,66504,3131969,665445,716.206037,15.20786645,152.1712783
3.14111E+12,35.422,-92.3142,4243,4084,145661,4442520,726674,1087.786484,35.66625857,177.9319295
3.14111E+12,35.4663,-92.3044,4030,4295,91284,3511849,546015,817.659837,21.25355064,127.1280559
3.14111E+12,35.4643,-92.6191,2768,4206,78898,2731730,617538,649.4840704,18.75844032,146.8231098
3.1411E+12,35.5909,-92.3848,2496,1802,14285.71429,1544800,314464,857.2697003,7.927699382,174.5083241
3.1411E+12,35.4684,-92.4358,4312,1297,30799.2381,1290460,262771,994.9575944,23.74652128,202.5990748
3.1411E+12,35.5508,-92.4316,2789,1686,35200.38095,1354338,276904,803.2846975,20.87804327,164.2372479
3.1451E+12,35.271,-91.8508,5337,4172,67192,2373540,505841,568.9213806,16.105465,121.2466443
3.1451E+12,35.5021,-91.711,3258,3329,72522,1896382,78312,569.6551517,21.7849204,23.52418144
3.1451E+12,35.4584,-91.7106,3981,3207,112818,3602580,175771,1123.348924,35.17867166,54.80854381
3.1411E+12,35.4971,-92.3246,3234,3817,94772,3507890,440311,919.0175531,24.82892324,115.3552528
3.14111E+12,35.5042,-92.6795,2830,2510,82166,2894276,279118,1153.098008,32.73545817,111.2023904
3.14511E+12,35.315,-91.9986,6110,4662,173688,4752240,252721,1019.356499,37.25611326,54.20870871
3.14111E+12,35.446,-92.4107,4039,3318,90426,2925300,466945,881.6455696,27.25316456,140.730862
3.0291E+12,35.3877,-92.6067,4198,4877,90397,3929000,915980,805.6182079,18.5353701,187.8162805
3.02911E+12,35.3972,-92.509,4058,4722,98318,3900364,601946,825.9983058,20.82126218,127.4769166
3.0291E+12,35.4163,-92.6062,3914,3200,71113,2792590,443015,872.684375,22.2228125,138.4421875
3.02911E+12,35.2721,-92.6471,6068,3742,93815,2904980,498892,776.3174773,25.07081774,133.3222875
3.02911E+12,35.3698,-92.507,4717,3809,120433,3127096,408093,820.9755841,31.61800998,107.1391441
3.02911E+12,35.4521,-92.52,4330,5326,93781,3658079,733458,686.8342095,17.6081487,137.71273
3.0291E+12,35.3433,-92.5218,5096,4497,123375,3898080,798062,866.8178786,27.43495664,177.4654214
3.02911E+12,35.296,-92.5476,5742,4080,140380,3992480,500866,978.5490196,34.40686275,122.7612745
3.02911E+12,35.3722,-92.6121,4048,3364,86975,2734156,707560,812.7693222,25.85463734,210.332937
3.0451E+12,35.3532,-92.4164,5031,4052,135124,3528590,701088,870.8267522,33.34748272,173.0227048
3.04511E+12,35.282,-92.454,6732,5700,96772,5854672,865677,1027.135439,16.97754386,151.8731579
3.0451E+12,35.3532,-92.4162,4946,4132,149153,3908860,992112,945.9970958,36.09704743,240.1045499
3.02911E+12,35.2451,-92.6883,6441,4877,122473,5360484,397008,1099.135534,25.11236416,81.40414189
3.02911E+12,35.2718,-92.503,8466,3915,79181,4724092,446265,1206.664623,20.22503193,113.9885057
3.02911E+12,35.3835,-92.5946,4212,4899,131121,3929587,549876,802.1202286,26.76484997,112.2424985
3.02911E+12,35.4145,-92.7268,3489,4146,132251,3612227,664398,871.2559093,31.89845634,160.2503618
3.02911E+12,35.2715,-92.7378,6416,3666,132920,3473200,503549,947.4086197,36.25750136,137.3565194
3.1451E+12,35.2553,-91.8125,6010,4329,98027,3964250,583587,915.7426657,22.64425964,134.8087318
3.14111E+12,35.6575,-92.3725,1500,4772,87888,5586348,185332,1170.651299,18.41743504,38.83738474
3.14111E+12,35.4116,-92.3757,4654,3971,92661,3294235,579716,829.5731554,23.33442458,145.9874087
3.14111E+12,35.4262,-92.3675,5673,7102,98247,3039919,527989,428.0370318,13.83370881,74.343706
3.14111E+12,35.4642,-92.6191,2612,4888,80579,2366051,379805,484.0529869,16.48506547,77.70151391
3.14111E+12,35.437,-92.3516,4282,3786,118399,3095682,469240,817.6656101,31.27284733,123.9408347
3.04511E+12,35.3457,-92.2621,7741,6362,108613,7317931,768532,1150.256366,17.07214712,120.8003772
3.0451E+12,35.3465,-92.1264,5315,5672,168513,4762252,659293,839.6071932,29.70962623,116.2364245
3.0451E+12,35.3536,-92.4036,4715,3771,2397.880952,3271939,313180,867.6581809,0.635874026,83.04958897
3.0451E+12,35.3381,-92.1923,5403,4486,99938,3831112,517439,854.0151583,22.27775301,115.3452965
3.0451E+12,35.3118,-92.1415,6290,3451,100248,3762580,333717,1090.286873,29.04897131,96.70153579
3.14111E+12,35.4241,-92.3558,4365,6719,180523,5455777,775381,811.9924096,26.86753981,115.4012502
3.14511E+12,35.2704,-91.8215,5920,4602,165302,4605640,411185,1000.79096,35.91960017,89.349196
3.14511E+12,35.2868,-92.0429,6540,3977,139868,3976610,657827,999.9019361,35.16922303,165.4078451
3.14111E+12,35.5118,-92.4871,2598,2732,63639,2335148,367321,854.7393851,23.29392387,134.4513177
3.14111E+12,35.3952,-92.3812,4617,4663,134043,3797001,675185,814.2828651,28.74608621,144.7962685
3.1411E+12,35.6112,-92.3488,2332,1782,36664.90476,1553596,288617,871.8271605,20.57514296,161.9624018
3.1411E+12,35.4122,-92.387,4987,3493,78505,3119800,745595,893.1577441,22.4749499,213.454051
3.1411E+12,35.543,-92.4273,2730,2317,39505.47619,1884930,476009,813.5217954,17.05027026,205.4419508
3.14111E+12,35.5113,-92.493,2745,2722,63405,2274365,326161,835.5492285,23.29353417,119.8240265
3.14111E+12,35.5743,-92.4854,1896,2017,66117,1860425,262814,922.3723352,32.7798711,130.2994546
3.02911E+12,35.2751,-92.7528,6195,3657,131687,3688180,367665,1008.526114,36.00957069,100.5373257
3.02911E+12,35.4506,-92.6357,3026,4467,79262,3120449,648929,698.555854,17.74389971,145.2717708
3.02911E+12,35.2838,-92.655,6248,3903,35035,2177405,307513,557.879836,8.976428388,78.78888035
3.02911E+12,35.4263,-92.5558,4449,4781,97852,4305888,533275,900.6249739,20.46684794,111.5404727
3.0291E+12,35.3589,-92.7589,5099,4398,126533,5151940,395754,1171.427922,28.77057754,89.98499318
3.14111E+12,35.4805,-92.4362,3712,5591,140487,4554907,653205,814.6855661,25.12734752,116.8315149
3.14111E+12,35.4688,-92.5094,4067,6974,146605,5460000,959122,782.9079438,21.02165185,137.5282478
3.1411E+12,35.4406,-92.3939,4015,3648,91642,3060017,578306,838.8204496,25.12116228,158.526864
3.1411E+12,35.4212,-92.3007,5184,4237,97612,3404143,572434,803.4323814,23.03799858,135.103611
3.14112E+12,35.5332,-92.4774,2657,4348,103942,3543348,456469,814.9374425,23.90570377,104.9836707
3.14111E+12,35.4704,-92.463,4251,6316,113976,3802209,747658,601.9963585,18.04559848,118.3752375
3.14111E+12,35.4956,-92.5938,2674,4346,127547,3414358,649503,785.6323056,29.34813622,149.4484584
3.14111E+12,35.3692,-92.4123,4613,6588,172785,5852848,926060,888.4104432,26.22723133,140.5676988
3.02911E+12,35.3172,-92.8333,5360,4840,134918,4277242,646121,883.727686,27.87561983,133.4960744
3.0451E+12,35.3183,-92.2383,5658,6761,162190,5848075,683323,864.9718976,23.98905487,101.0683331
3.14112E+12,35.4283,-92.4562,3796,5253,85810,3935251,758035,749.143537,16.33542737,144.305159
3.14111E+12,35.4643,-92.6282,2683,2757,68068,1965194,687189,712.8015959,24.68915488,249.2524483
3.14511E+12,35.3567,-91.6844,4760,4083,102335,3518255,525220,861.6838109,25.06367867,128.635807
3.02911E+12,35.4353,-92.5233,4024,5319,177212,4546590,830702,854.7828539,33.31678887,156.1763489
3.02911E+12,35.2537,-92.6869,6028,3348,85299,2938700,613859,877.7479092,25.47759857,183.3509558
3.14511E+12,35.3981,-91.7434,3999,4466,122735,3508761,756949,785.6607703,27.48208688,169.4914913
3.14111E+12,35.4512,-92.4096,3940,5615,86362,2926621,429608,521.2147818,15.38058771,76.51077471
3.14111E+12,35.5261,-92.309,3528,3606,80107,2134173,473442,591.8394343,22.21491958,131.2928453
3.02911E+12,35.4132,-92.5754,4337,5469,155224,4643059,806587,848.9776924,28.38251966,147.4834522
3.02911E+12,35.2429,-92.6742,6471,4545,103887,3543956,510401,779.7482948,22.85742574,112.2994499
3.02911E+12,35.3579,-92.5908,4260,6011,180126,5062631,763181,842.2277491,29.96606222,126.9640659
3.0291E+12,35.3869,-92.6659,4399,3925,80574,3502712,384721,892.4107006,20.52840764,98.01808917
3.0291E+12,35.36,-92.5741,4385,4073,85962,3933500,762644,965.7500614,21.10532777,187.2438006
3.14111E+12,35.4117,-92.4013,4469,4722,131612,4085923,519699,865.2950021,27.8720881,110.0590851
3.02911E+12,35.4145,-92.7266,2910,4110,429.547619,2342262,311109,569.8934307,0.104512803,75.69562044
3.02911E+12,35.2546,-92.6432,6583,4227,112988,4263149,563855,1008.551928,26.73006861,133.3936598
3.02911E+12,35.3666,-92.6086,4238,3161,113181,2728310,578714,863.1161025,35.80544132,183.0794053
3.0451E+12,35.3416,-92.1854,5763,6008,159975,5071368,930925,844.10253,26.62699734,154.9475699
3.04511E+12,35.3195,-92.1694,5776,3846,78937,4839924,128229,1258.430577,20.52444098,33.34087363
3.0451E+12,35.3336,-92.1497,5243,2927,92460,2610000,310811,891.6979843,31.58865733,106.1875641
3.02911E+12,35.3411,-92.5148,5065,3950,85640,3055000,547401,773.4177215,21.68101266,138.5825316
3.02911E+12,35.2512,-92.6818,6220,7025,186362,5740454,947769,817.1464769,26.52839858,134.9137367
3.02911E+12,35.4441,-92.6488,2778,4877,114769,4296932,847620,881.060488,23.53270453,173.7994669
3.02911E+12,35.4263,-92.5558,4311,5019,48054,2144994,422966,427.3747759,9.574417215,84.27296274
3.02911E+12,35.3843,-92.6018,4154,5072,161633,4300381,563109,847.8669164,31.86770505,111.0230678
