,xx,yy,Z
0,10.72127198,0.017618793,83.50987648440712
1,50.56944442938775,0.017618793,83.50987648440712
2,90.4176168787755,0.017618793,83.50987648440712
3,130.26578932816327,0.017618793,83.50987648440712
4,170.11396177755103,0.017618793,83.50987648440712
5,209.9621342269388,0.017618793,83.50987648440712
6,249.81030667632652,0.017618793,83.50987648440712
7,289.6584791257143,0.017618793,83.50987648440712
8,329.506651575102,0.017618793,83.50987648440712
9,369.35482402448974,0.017618793,83.50987648440712
10,409.20299647387753,0.017618793,83.50987648440712
11,449.05116892326527,0.017618793,83.50987648440712
12,488.899341372653,0.017618793,83.50987648440712
13,528.7475138220408,0.017618793,83.50987648440712
14,568.5956862714286,0.017618793,99.17547064673266
15,608.4438587208163,0.017618793,136.14190454022233
16,648.292031170204,0.017618793,137.8853139047107
17,688.1402036195918,0.017618793,137.8853139047107
18,727.9883760689795,0.017618793,136.75266414204833
19,767.8365485183673,0.017618793,136.75266414204833
20,807.6847209677551,0.017618793,136.75266414204833
21,847.5328934171428,0.017618793,136.75266414204833
22,887.3810658665305,0.017618793,130.0475452667698
23,927.2292383159183,0.017618793,130.0475452667698
24,967.077410765306,0.017618793,143.57126622788832
25,1006.9255832146938,0.017618793,162.52185102275595
26,1046.7737556640816,0.017618793,152.33847838727294
27,1086.6219281134693,0.017618793,150.4691181054257
28,1126.4701005628572,0.017618793,142.35446645465
29,1166.3182730122448,0.017618793,142.35446645465
30,1206.1664454616325,0.017618793,142.35446645465
31,1246.0146179110204,0.017618793,142.35446645465
32,1285.862790360408,0.017618793,142.35446645465
33,1325.7109628097958,0.017618793,142.35446645465
34,1365.5591352591837,0.017618793,142.35446645465
35,1405.4073077085714,0.017618793,142.35446645465
36,1445.255480157959,0.017618793,142.35446645465
37,1485.103652607347,0.017618793,142.35446645465
38,1524.9518250567346,0.017618793,142.35446645465
39,1564.7999975061223,0.017618793,142.35446645465
40,1604.6481699555102,0.017618793,142.35446645465
41,1644.4963424048979,0.017618793,142.35446645465
42,1684.3445148542855,0.017618793,142.35446645465
43,1724.1926873036734,0.017618793,142.35446645465
44,1764.040859753061,0.017618793,142.35446645465
45,1803.8890322024488,0.017618793,142.35446645465
46,1843.7372046518367,0.017618793,145.54003674166952
47,1883.5853771012244,0.017618793,145.54003674166952
48,1923.433549550612,0.017618793,148.37262756844615
49,1963.281722,0.017618793,148.37262756844615
50,10.72127198,1.0626497092653062,83.50987648440712
51,50.56944442938775,1.0626497092653062,83.50987648440712
52,90.4176168787755,1.0626497092653062,83.50987648440712
53,130.26578932816327,1.0626497092653062,83.50987648440712
54,170.11396177755103,1.0626497092653062,83.50987648440712
55,209.9621342269388,1.0626497092653062,83.50987648440712
56,249.81030667632652,1.0626497092653062,83.50987648440712
57,289.6584791257143,1.0626497092653062,83.50987648440712
58,329.506651575102,1.0626497092653062,83.50987648440712
59,369.35482402448974,1.0626497092653062,83.50987648440712
60,409.20299647387753,1.0626497092653062,83.50987648440712
61,449.05116892326527,1.0626497092653062,83.50987648440712
62,488.899341372653,1.0626497092653062,83.50987648440712
63,528.7475138220408,1.0626497092653062,83.50987648440712
64,568.5956862714286,1.0626497092653062,99.17547064673266
65,608.4438587208163,1.0626497092653062,136.14190454022233
66,648.292031170204,1.0626497092653062,137.8853139047107
67,688.1402036195918,1.0626497092653062,137.8853139047107
68,727.9883760689795,1.0626497092653062,136.75266414204833
69,767.8365485183673,1.0626497092653062,136.75266414204833
70,807.6847209677551,1.0626497092653062,136.75266414204833
71,847.5328934171428,1.0626497092653062,136.75266414204833
72,887.3810658665305,1.0626497092653062,134.40604463003336
73,927.2292383159183,1.0626497092653062,134.40604463003336
74,967.077410765306,1.0626497092653062,147.9297655911519
75,1006.9255832146938,1.0626497092653062,162.52185102275595
76,1046.7737556640816,1.0626497092653062,152.33847838727294
77,1086.6219281134693,1.0626497092653062,150.4691181054257
78,1126.4701005628572,1.0626497092653062,142.35446645465
79,1166.3182730122448,1.0626497092653062,142.35446645465
80,1206.1664454616325,1.0626497092653062,142.35446645465
81,1246.0146179110204,1.0626497092653062,142.35446645465
82,1285.862790360408,1.0626497092653062,142.35446645465
83,1325.7109628097958,1.0626497092653062,142.35446645465
84,1365.5591352591837,1.0626497092653062,142.35446645465
85,1405.4073077085714,1.0626497092653062,142.35446645465
86,1445.255480157959,1.0626497092653062,142.35446645465
87,1485.103652607347,1.0626497092653062,142.35446645465
88,1524.9518250567346,1.0626497092653062,142.35446645465
89,1564.7999975061223,1.0626497092653062,142.35446645465
90,1604.6481699555102,1.0626497092653062,142.35446645465
91,1644.4963424048979,1.0626497092653062,142.35446645465
92,1684.3445148542855,1.0626497092653062,142.35446645465
93,1724.1926873036734,1.0626497092653062,142.35446645465
94,1764.040859753061,1.0626497092653062,142.35446645465
95,1803.8890322024488,1.0626497092653062,142.35446645465
96,1843.7372046518367,1.0626497092653062,145.54003674166952
97,1883.5853771012244,1.0626497092653062,145.54003674166952
98,1923.433549550612,1.0626497092653062,148.37262756844615
99,1963.281722,1.0626497092653062,148.37262756844615
100,10.72127198,2.1076806255306124,87.98989565647203
101,50.56944442938775,2.1076806255306124,87.98989565647203
102,90.4176168787755,2.1076806255306124,87.98989565647203
103,130.26578932816327,2.1076806255306124,87.98989565647203
104,170.11396177755103,2.1076806255306124,87.98989565647203
105,209.9621342269388,2.1076806255306124,87.98989565647203
106,249.81030667632652,2.1076806255306124,87.98989565647203
107,289.6584791257143,2.1076806255306124,87.98989565647203
108,329.506651575102,2.1076806255306124,87.98989565647203
109,369.35482402448974,2.1076806255306124,87.98989565647203
110,409.20299647387753,2.1076806255306124,87.98989565647203
111,449.05116892326527,2.1076806255306124,87.98989565647203
112,488.899341372653,2.1076806255306124,87.98989565647203
113,528.7475138220408,2.1076806255306124,87.98989565647203
114,568.5956862714286,2.1076806255306124,103.65548981879758
115,608.4438587208163,2.1076806255306124,140.6219237122872
116,648.292031170204,2.1076806255306124,142.36533307677558
117,688.1402036195918,2.1076806255306124,142.36533307677558
118,727.9883760689795,2.1076806255306124,141.23268331411322
119,767.8365485183673,2.1076806255306124,141.23268331411322
120,807.6847209677551,2.1076806255306124,141.23268331411322
121,847.5328934171428,2.1076806255306124,141.23268331411322
122,887.3810658665305,2.1076806255306124,138.88606380209825
123,927.2292383159183,2.1076806255306124,138.88606380209825
124,967.077410765306,2.1076806255306124,152.40978476321678
125,1006.9255832146938,2.1076806255306124,167.00187019482084
126,1046.7737556640816,2.1076806255306124,156.81849755933783
127,1086.6219281134693,2.1076806255306124,154.9491372774906
128,1126.4701005628572,2.1076806255306124,146.8344856267149
129,1166.3182730122448,2.1076806255306124,146.8344856267149
130,1206.1664454616325,2.1076806255306124,146.8344856267149
131,1246.0146179110204,2.1076806255306124,146.8344856267149
132,1285.862790360408,2.1076806255306124,146.8344856267149
133,1325.7109628097958,2.1076806255306124,146.8344856267149
134,1365.5591352591837,2.1076806255306124,146.8344856267149
135,1405.4073077085714,2.1076806255306124,146.8344856267149
